CMDLINE /usr/bin/python3 detect_video.py --weights ./checkpoints/yolov3_clean/yolov3_clean.tf --video 0 --gpu 0
MEM 4.125000 1628093937.0107
MEM 9.421875 1628093937.1116
MEM 14.527344 1628093937.2124
MEM 17.761719 1628093937.3133
MEM 20.027344 1628093937.4140
MEM 29.457031 1628093937.5149
MEM 32.507812 1628093937.6157
MEM 38.386719 1628093937.7166
MEM 53.496094 1628093937.8178
MEM 63.503906 1628093937.9187
MEM 66.335938 1628093938.0198
MEM 86.019531 1628093938.1206
MEM 120.664062 1628093938.2215
MEM 126.035156 1628093938.3222
MEM 153.835938 1628093938.4232
MEM 175.191406 1628093938.5242
MEM 191.074219 1628093938.6251
MEM 195.250000 1628093938.7258
MEM 198.179688 1628093938.8265
MEM 201.937500 1628093938.9272
MEM 203.511719 1628093939.0279
MEM 205.593750 1628093939.1287
MEM 208.777344 1628093939.2296
MEM 211.453125 1628093939.3303
MEM 213.789062 1628093939.4313
MEM 215.777344 1628093939.5320
MEM 218.324219 1628093939.6327
MEM 221.199219 1628093939.7333
MEM 224.339844 1628093939.8341
MEM 226.750000 1628093939.9348
MEM 228.304688 1628093940.0354
MEM 230.750000 1628093940.1363
MEM 233.367188 1628093940.2373
MEM 236.785156 1628093940.3381
MEM 239.656250 1628093940.4389
MEM 240.621094 1628093940.5395
MEM 243.250000 1628093940.6402
MEM 246.046875 1628093940.7408
MEM 248.699219 1628093940.8414
MEM 249.621094 1628093940.9423
MEM 252.464844 1628093941.0431
MEM 255.335938 1628093941.1439
MEM 257.019531 1628093941.2445
MEM 262.218750 1628093941.3452
MEM 264.996094 1628093941.4458
MEM 269.062500 1628093941.5465
MEM 271.179688 1628093941.6471
MEM 273.042969 1628093941.7479
MEM 273.042969 1628093941.8485
MEM 275.242188 1628093941.9490
MEM 276.527344 1628093942.0496
MEM 279.789062 1628093942.1505
MEM 282.101562 1628093942.2511
MEM 287.203125 1628093942.3517
MEM 289.226562 1628093942.4522
MEM 289.750000 1628093942.5529
MEM 291.562500 1628093942.6535
MEM 301.152344 1628093942.7544
MEM 302.023438 1628093942.8552
MEM 303.269531 1628093942.9561
MEM 305.570312 1628093943.0574
MEM 305.570312 1628093943.1584
MEM 307.039062 1628093943.2592
MEM 307.539062 1628093943.3601
MEM 308.574219 1628093943.4610
MEM 308.648438 1628093943.5617
MEM 308.769531 1628093943.6623
MEM 308.921875 1628093943.7629
MEM 308.921875 1628093943.8636
MEM 308.921875 1628093943.9644
MEM 321.339844 1628093944.0656
MEM 323.585938 1628093944.1665
MEM 324.078125 1628093944.2674
MEM 324.078125 1628093944.3683
MEM 324.078125 1628093944.4691
MEM 324.207031 1628093944.5700
MEM 324.746094 1628093944.6709
MEM 339.910156 1628093944.7719
MEM 371.957031 1628093944.8731
MEM 399.707031 1628093944.9740
MEM 431.742188 1628093945.0749
MEM 458.230469 1628093945.1759
MEM 486.816406 1628093945.2766
MEM 512.042969 1628093945.3775
MEM 539.804688 1628093945.4783
MEM 568.070312 1628093945.5792
MEM 615.070312 1628093945.6801
MEM 646.609375 1628093945.7812
MEM 676.281250 1628093945.8819
MEM 701.062500 1628093945.9827
MEM 754.746094 1628093946.0834
MEM 775.554688 1628093946.1841
MEM 813.523438 1628093946.2853
MEM 839.945312 1628093946.3861
MEM 869.093750 1628093946.4870
MEM 898.007812 1628093946.5879
MEM 927.855469 1628093946.6886
MEM 950.617188 1628093946.7896
MEM 950.617188 1628093946.8907
MEM 950.617188 1628093946.9918
MEM 950.617188 1628093947.0929
MEM 1008.796875 1628093947.1939
MEM 1009.265625 1628093947.2948
MEM 1009.265625 1628093947.3956
MEM 1009.761719 1628093947.4965
MEM 1009.785156 1628093947.5973
MEM 1009.785156 1628093947.6978
MEM 1009.992188 1628093947.7985
MEM 1009.992188 1628093947.8990
MEM 1009.992188 1628093947.9996
MEM 1009.992188 1628093948.1001
MEM 1009.992188 1628093948.2007
MEM 1009.992188 1628093948.3016
MEM 1010.234375 1628093948.4023
MEM 1010.234375 1628093948.5028
MEM 1010.234375 1628093948.6033
MEM 1010.234375 1628093948.7039
MEM 1010.234375 1628093948.8044
MEM 1010.234375 1628093948.9050
MEM 1010.234375 1628093949.0056
MEM 1010.234375 1628093949.1063
MEM 1010.234375 1628093949.2070
MEM 1010.234375 1628093949.3078
MEM 1010.234375 1628093949.4084
MEM 1010.234375 1628093949.5090
MEM 1010.234375 1628093949.6096
MEM 1010.457031 1628093949.7101
MEM 1010.457031 1628093949.8106
MEM 1010.457031 1628093949.9110
MEM 1010.457031 1628093950.0116
MEM 1010.457031 1628093950.1121
MEM 1010.457031 1628093950.2127
MEM 1010.457031 1628093950.3135
MEM 1010.457031 1628093950.4141
MEM 1010.457031 1628093950.5146
MEM 1010.699219 1628093950.6150
MEM 1010.699219 1628093950.7157
MEM 1010.773438 1628093950.8163
MEM 1010.773438 1628093950.9172
MEM 1010.773438 1628093951.0177
MEM 1010.773438 1628093951.1183
MEM 1010.773438 1628093951.2189
MEM 1010.773438 1628093951.3195
MEM 1010.773438 1628093951.4202
MEM 1010.773438 1628093951.5207
MEM 1010.773438 1628093951.6213
MEM 1010.773438 1628093951.7219
MEM 1010.773438 1628093951.8224
MEM 1010.773438 1628093951.9229
MEM 1011.003906 1628093952.0236
MEM 1011.003906 1628093952.1244
MEM 1011.003906 1628093952.2253
MEM 1011.003906 1628093952.3260
MEM 1011.003906 1628093952.4319
MEM 1011.003906 1628093952.5327
MEM 1011.003906 1628093952.6335
MEM 1011.003906 1628093952.7342
MEM 1011.074219 1628093952.8351
MEM 1011.074219 1628093952.9359
MEM 1011.074219 1628093953.0367
MEM 1011.074219 1628093953.1377
MEM 1011.074219 1628093953.2385
MEM 1011.074219 1628093953.3392
MEM 1011.074219 1628093953.4401
MEM 1011.074219 1628093953.5411
MEM 1011.312500 1628093953.6421
MEM 1011.312500 1628093953.7431
MEM 1011.312500 1628093953.8439
MEM 1011.312500 1628093953.9447
MEM 1011.312500 1628093954.0456
MEM 1011.558594 1628093954.1464
MEM 1011.558594 1628093954.2473
MEM 1011.558594 1628093954.3482
MEM 1011.558594 1628093954.4491
MEM 1011.808594 1628093954.5500
MEM 1011.808594 1628093954.6508
MEM 1011.808594 1628093954.7516
MEM 1011.808594 1628093954.8524
MEM 1011.808594 1628093954.9533
MEM 1011.808594 1628093955.0542
MEM 1011.808594 1628093955.1550
MEM 1011.808594 1628093955.2559
MEM 1011.808594 1628093955.3567
MEM 1011.808594 1628093955.4575
MEM 1011.808594 1628093955.5583
MEM 1011.875000 1628093955.6591
MEM 1011.875000 1628093955.7600
MEM 1011.875000 1628093955.8611
MEM 1011.875000 1628093955.9619
MEM 1011.875000 1628093956.0628
MEM 1011.875000 1628093956.1636
MEM 1011.875000 1628093956.2645
MEM 1011.875000 1628093956.3654
MEM 1011.875000 1628093956.4662
MEM 1011.875000 1628093956.5671
MEM 1012.136719 1628093956.6679
MEM 1012.136719 1628093956.7687
MEM 1012.136719 1628093956.8696
MEM 1012.136719 1628093956.9704
MEM 1012.136719 1628093957.0712
MEM 1012.136719 1628093957.1720
MEM 1012.136719 1628093957.2728
MEM 1012.371094 1628093957.3737
MEM 1012.371094 1628093957.4745
MEM 1012.371094 1628093957.5810
MEM 1012.371094 1628093957.6818
MEM 1012.371094 1628093957.7827
MEM 1012.371094 1628093957.8835
MEM 1012.371094 1628093957.9844
MEM 1012.371094 1628093958.0854
MEM 1012.371094 1628093958.1862
MEM 1012.371094 1628093958.2872
MEM 1012.371094 1628093958.3881
MEM 1012.371094 1628093958.4890
MEM 1012.371094 1628093958.5898
